DATE,WM1NS,,DATE,MORTGAGE15US,,,DATE,FEDFUNDS,M1_Avg,Mort_Avg
9/10/2018,3559.3,,9/6/2018,3.99,,,,,,
9/17/2018,3560.3,,9/13/2018,4.06,,,,,,
9/24/2018,3682.9,,9/20/2018,4.11,,,,,,
10/1/2018,3808.7,,9/27/2018,4.16,,,,,,
10/8/2018,3591.7,,10/4/2018,4.15,,,,,,
10/15/2018,3608.7,,10/11/2018,4.29,,,,,,
10/22/2018,3737.2,,10/18/2018,4.26,,,,,,
10/29/2018,3890.6,,10/25/2018,4.29,,,,,,
11/5/2018,3709.4,,11/1/2018,4.23,,,,,,
11/12/2018,3547.4,,11/8/2018,4.33,,,,,,
11/19/2018,3634.9,,11/15/2018,4.36,,,,,,
11/26/2018,3765,,11/21/2018,4.24,,,,,,
12/3/2018,3888.3,,11/29/2018,4.25,,,,,,
12/10/2018,3644.5,,12/6/2018,4.21,,,,,,
12/17/2018,3662.1,,12/13/2018,4.07,,,,,,
12/24/2018,3878.3,,12/20/2018,4.07,,,,,,
12/31/2018,3997.8,,12/27/2018,4.01,,,,,,
1/7/2019,3705,,1/3/2019,3.99,,,,,,
1/14/2019,3620.6,,1/10/2019,3.89,,,,,,
1/21/2019,3725.9,,1/17/2019,3.88,,,,,,
1/28/2019,3864.2,,1/24/2019,3.88,,,,,,
2/4/2019,3817.6,,1/31/2019,3.89,,,,,,
2/11/2019,3605,,2/7/2019,3.84,,,,,,
2/18/2019,3659.5,,2/14/2019,3.81,,,,,,
2/25/2019,3760.6,,2/21/2019,3.78,,,,,,
3/4/2019,3793.1,,2/28/2019,3.77,,,,,,
3/11/2019,3619.4,,3/7/2019,3.83,,,,,,
3/18/2019,3678.3,,3/14/2019,3.76,,,,,,
3/25/2019,3813.5,,3/21/2019,3.71,,,,,,
4/1/2019,3945.6,,3/28/2019,3.57,,,,,,
4/8/2019,3690.9,,4/4/2019,3.56,,,,,,
4/15/2019,3734.6,,4/11/2019,3.6,,,,,,
4/22/2019,3862.5,,4/18/2019,3.62,,,,,,
4/29/2019,3986,,4/25/2019,3.64,,,,,,
5/6/2019,3716.7,,5/2/2019,3.6,,,,,,
5/13/2019,3642,,5/9/2019,3.57,,,,,,
5/20/2019,3767,,5/16/2019,3.53,,,,,,
5/27/2019,3918.4,,5/23/2019,3.51,,,,,,
6/3/2019,4001.2,,5/30/2019,3.46,,,,,,
6/10/2019,3696.4,,6/6/2019,3.28,,,,,,
6/17/2019,3750.9,,6/13/2019,3.26,,,,,,
6/24/2019,3852.4,,6/20/2019,3.25,,,,,,
7/1/2019,3977.7,,6/27/2019,3.16,,,,,,
7/8/2019,3757.9,,7/3/2019,3.18,,,,,,
7/15/2019,3732.3,,7/11/2019,3.22,,,,,,
7/22/2019,3862.3,,7/18/2019,3.23,,,,,,
7/29/2019,4034.5,,7/25/2019,3.18,,,,,,
8/5/2019,3892.7,,8/1/2019,3.2,,,,,,
8/12/2019,3727.3,,8/8/2019,3.05,,,,,,
8/19/2019,3794,,8/15/2019,3.07,,,,,,
8/26/2019,3919.8,,8/22/2019,3.03,,,,,,
9/2/2019,4054.4,,8/29/2019,3.06,,,,,,
9/9/2019,3770.2,,9/5/2019,3,,,,,,
9/16/2019,3753.5,,9/12/2019,3.09,,,,,,
9/23/2019,3873.8,,9/19/2019,3.21,,,,,,
9/30/2019,4063.8,,9/26/2019,3.16,,,,,,
10/7/2019,3806.6,,10/3/2019,3.14,,,,,,
10/14/2019,3798.1,,10/10/2019,3.05,,,,,,
10/21/2019,3909.8,,10/17/2019,3.15,,,,,,
10/28/2019,4078.5,,10/24/2019,3.18,,,,,,
11/4/2019,4021.9,,10/31/2019,3.19,,,,,,
11/11/2019,3793.6,,11/7/2019,3.13,,,,,,
11/18/2019,3846.3,,11/14/2019,3.2,,,,,,
11/25/2019,4003.1,,11/21/2019,3.15,,,,,,
12/2/2019,4100.4,,11/27/2019,3.15,,,,,,
12/9/2019,3870.5,,12/5/2019,3.14,,,,,,
12/16/2019,3926.3,,12/12/2019,3.19,,,,,,
12/23/2019,4113.7,,12/19/2019,3.19,,,,,,
12/30/2019,4247,,12/26/2019,3.19,,,,,,
1/6/2020,3991.5,,1/2/2020,3.16,,,,,,
1/13/2020,3847.1,,1/9/2020,3.07,,,,,,
1/20/2020,3943.5,,1/16/2020,3.09,,,,,,
1/27/2020,4060.2,,1/23/2020,3.04,,,,,,
2/3/2020,4156.5,,1/30/2020,3,,,,,,
2/10/2020,3839.2,,2/6/2020,2.97,,,,,,
2/17/2020,3857.6,,2/13/2020,2.97,,,,,,
2/24/2020,3948.7,,2/20/2020,2.99,,,,,,
3/2/2020,4078.4,,2/27/2020,2.95,,,,,,
3/9/2020,3940.5,,3/5/2020,2.79,,,,,,
3/16/2020,4055.1,,3/12/2020,2.77,,,,,,
3/23/2020,4374.7,,3/19/2020,3.06,,,,,,
3/30/2020,4772.3,,3/26/2020,2.92,,,,,,
4/6/2020,4607.1,,4/2/2020,2.82,,,,,,
4/13/2020,4620.4,,4/9/2020,2.77,,,,,,
4/20/2020,4879.4,,4/16/2020,2.8,,,,,,
4/27/2020,5108.9,,4/23/2020,2.86,,,,,,
5/4/2020,15940.7,,4/30/2020,2.77,,,,,,
5/11/2020,16072.2,,5/7/2020,2.73,,,,,,
5/18/2020,16208,,5/14/2020,2.72,,,,,,
5/25/2020,16179.4,,5/21/2020,2.7,,,,,,
6/1/2020,16326.6,,5/28/2020,2.62,,,,,,
6/8/2020,16448.6,,6/4/2020,2.62,,,,,,
6/15/2020,16548.8,,6/11/2020,2.62,,,,,,
6/22/2020,16546.1,,6/18/2020,2.58,,,,,,
6/29/2020,16610,,6/25/2020,2.59,,,,,,
7/6/2020,16803.7,,7/2/2020,2.56,,,,,,
7/13/2020,16817.7,,7/9/2020,2.51,,,,,,
7/20/2020,16739.8,,7/16/2020,2.48,,,,,,
7/27/2020,16620,,7/23/2020,2.54,,,,,,
8/3/2020,16747.8,,7/30/2020,2.51,,,,,,
8/10/2020,16822.4,,8/6/2020,2.44,,,,,,
8/17/2020,16905.6,,8/13/2020,2.46,,,,,,
8/24/2020,16813.4,,8/20/2020,2.54,,,,,,
8/31/2020,16944.9,,8/27/2020,2.46,,,,,,
9/7/2020,17092.7,,9/3/2020,2.42,,,,,,
9/14/2020,17180.7,,9/10/2020,2.37,,,,,,
9/21/2020,17143.4,,9/17/2020,2.35,,,,,,
9/28/2020,17097.2,,9/24/2020,2.4,,,,,,
10/5/2020,17250.7,,10/1/2020,2.36,,,,,,
10/12/2020,17267.4,,10/8/2020,2.37,,,,,,
10/19/2020,17329.5,,10/15/2020,2.35,,,,,,
10/26/2020,17275,,10/22/2020,2.33,,,,,,
11/2/2020,17474.7,,10/29/2020,2.32,,,,,,
11/9/2020,17552.7,,11/5/2020,2.32,,,,,,
11/16/2020,17643.1,,11/12/2020,2.34,,,,,,
11/23/2020,17628,,11/19/2020,2.28,,,,,,
11/30/2020,17721.7,,11/25/2020,2.28,,,,,,
12/7/2020,17837.3,,12/3/2020,2.26,,,,,,
12/14/2020,17897.3,,12/10/2020,2.26,,,,,,
12/21/2020,17956.5,,12/17/2020,2.21,,,,,,
12/28/2020,17989.2,,12/24/2020,2.19,,,,,,
1/4/2021,18064,,12/31/2020,2.17,,,,,,
1/11/2021,18117.8,,1/7/2021,2.16,,,,,,
1/18/2021,18094.2,,1/14/2021,2.23,,,,,,
1/25/2021,17982.1,,1/21/2021,2.21,,,,,,
2/1/2021,18097.3,,1/28/2021,2.2,,,,,,
2/8/2021,18129.5,,2/4/2021,2.21,,,,,,
2/15/2021,18248.7,,2/11/2021,2.19,,,,,,
2/22/2021,18266.3,,2/18/2021,2.21,,,,,,
3/1/2021,18367.2,,2/25/2021,2.34,,,,,,
3/8/2021,18469.5,,3/4/2021,2.34,,,,,,
3/15/2021,18607.3,,3/11/2021,2.38,,,,,,
3/22/2021,18794.8,,3/18/2021,2.4,,,,,,
3/29/2021,18874.5,,3/25/2021,2.45,,,,,,
4/5/2021,19088.6,,4/1/2021,2.45,,,,,,
4/12/2021,19088.7,,4/8/2021,2.42,,,,,,
4/19/2021,19093.7,,4/15/2021,2.35,,,,,,
4/26/2021,18949.2,,4/22/2021,2.29,,,,,,
5/3/2021,19080.2,,4/29/2021,2.31,,,,,,
5/10/2021,19167.1,,5/6/2021,2.3,,,,,,
5/17/2021,19223.8,,5/13/2021,2.26,,,,,,
5/24/2021,19062.9,,5/20/2021,2.29,,,,,,
5/31/2021,19113.7,,5/27/2021,2.27,,,,,,
6/7/2021,19259.7,,6/3/2021,2.27,,,,,,
6/14/2021,19349.8,,6/10/2021,2.23,,,,,,
6/21/2021,19255.6,,6/17/2021,2.24,,,,,,
6/28/2021,19198.5,,6/24/2021,2.34,,,,,,
7/5/2021,19421.5,,7/1/2021,2.26,,,,,,
7/12/2021,19416.7,,7/8/2021,2.2,,,,,,
7/19/2021,19454.9,,7/15/2021,2.22,,,,,,
7/26/2021,19411,,7/22/2021,2.12,,,,,,
8/2/2021,19544.2,,7/29/2021,2.1,,,,,,
8/9/2021,19603.9,,8/5/2021,2.1,,,,,,
8/16/2021,19677.9,,8/12/2021,2.15,,,,,,
8/23/2021,19656,,8/19/2021,2.16,,,,,,
8/30/2021,19693.4,,8/26/2021,2.17,,,,,,
9/6/2021,19836.8,,9/2/2021,2.18,,,,,,
9/13/2021,19882.5,,9/9/2021,2.19,,,,,,
9/20/2021,19840,,9/16/2021,2.12,,,,,,
9/27/2021,19751.5,,9/23/2021,2.15,,,,,,
10/4/2021,19958.7,,9/30/2021,2.28,,,,,,
10/11/2021,19981.7,,10/7/2021,2.23,,,,,,
10/18/2021,20061.5,,10/14/2021,2.3,,,,,,
10/25/2021,19952.5,,10/21/2021,2.33,,,,,,
11/1/2021,20100.5,,10/28/2021,2.37,,,,,,
11/8/2021,20183.2,,11/4/2021,2.35,,,,,,
11/15/2021,20252.8,,11/10/2021,2.27,,,,,,
11/22/2021,20282.3,,11/18/2021,2.39,,,,,,
11/29/2021,20309.8,,11/24/2021,2.42,,,,,,
12/6/2021,20461.6,,12/2/2021,2.39,,,,,,
12/13/2021,20511.5,,12/9/2021,2.38,,,,,,
12/20/2021,20635,,12/16/2021,2.34,,,,,,
12/27/2021,20665,,12/23/2021,2.3,,,,,,
1/3/2022,20631.8,,12/30/2021,2.33,,,,,,
1/10/2022,20637.9,,1/6/2022,2.43,,,,,,
1/17/2022,20619.9,,1/13/2022,2.62,,,,,,
1/24/2022,20448.2,,1/20/2022,2.79,,,,,,
1/31/2022,20436.9,,1/27/2022,2.8,,,,,,
2/7/2022,20478.9,,2/3/2022,2.77,,,,,,
2/14/2022,20501.7,,2/10/2022,2.93,,,,,,
2/21/2022,20513.1,,2/17/2022,3.15,,,,,,
2/28/2022,20602.1,,2/24/2022,3.14,,,,,,
3/7/2022,20751.1,,3/3/2022,3.01,,,,,,
3/14/2022,20804.8,,3/10/2022,3.09,,,,,,
3/21/2022,20806.1,,3/17/2022,3.39,,,,,,
3/28/2022,20798.4,,3/24/2022,3.63,,,,,,
4/4/2022,20981.7,,3/31/2022,3.83,,,,,,
4/11/2022,20936.3,,4/7/2022,3.91,,,,,,
4/18/2022,21017.3,,4/14/2022,4.17,,,,,,
4/25/2022,20593.5,,4/21/2022,4.38,,,,,,
5/2/2022,20610.7,,4/28/2022,4.4,,,,,,
5/9/2022,20550.7,,5/5/2022,4.52,,,,,,
5/16/2022,20578.8,,5/12/2022,4.48,,,,,,
5/23/2022,20522,,5/19/2022,4.43,,,,,,
5/30/2022,20501.8,,5/26/2022,4.31,,,,,,
6/6/2022,20598.5,,6/2/2022,4.32,,,,,,
6/13/2022,20569.7,,6/9/2022,4.38,,,,,,
6/20/2022,20518.6,,6/16/2022,4.81,,,,,,
6/27/2022,20481.7,,6/23/2022,4.92,,,,,,
7/4/2022,20606.6,,6/30/2022,4.83,,,,,,
7/11/2022,20513.8,,7/7/2022,4.45,,,,,,
7/18/2022,20476.1,,7/14/2022,4.67,,,,,,
7/25/2022,20413.1,,7/21/2022,4.75,,,,,,
8/1/2022,20475.3,,7/28/2022,4.58,,,,,,
8/8/2022,20459.7,,8/4/2022,4.26,,,,,,
8/15/2022,20451,,8/11/2022,4.59,,,,,,
8/22/2022,20376.8,,8/18/2022,4.55,,,,,,
8/29/2022,20294.7,,8/25/2022,4.85,,,,,,
9/5/2022,20351.7,,9/1/2022,4.98,,,,,,
9/12/2022,20367.4,,9/8/2022,5.16,,,,,,
9/19/2022,20301.7,,9/15/2022,5.21,,,,,,
9/26/2022,20163.8,,9/22/2022,5.44,,,,,,
10/3/2022,20211.2,,9/29/2022,5.96,,,,,,
10/10/2022,20148.7,,10/6/2022,5.9,,,,,,
10/17/2022,20154.7,,10/13/2022,6.09,,,,,,
10/24/2022,19985.8,,10/20/2022,6.23,,,,,,
10/31/2022,20017.9,,10/27/2022,6.36,,,,,,
11/7/2022,20026.9,,11/3/2022,6.29,,,,,,
11/14/2022,20010.9,,11/10/2022,6.38,,,,,,
11/21/2022,19983.8,,11/17/2022,5.98,,,,,,
11/28/2022,19918.6,,11/23/2022,5.9,,,,,,
12/5/2022,19962.6,,12/1/2022,5.76,,,,,,
12/12/2022,19928,,12/8/2022,5.67,,,,,,
12/19/2022,19906.1,,12/15/2022,5.54,,,,,,
12/26/2022,19850.6,,12/22/2022,5.69,,,,,,
1/2/2023,19786.6,,12/29/2022,5.68,,,,,,
1/9/2023,19782.9,,1/5/2023,5.73,,,,,,
1/16/2023,19666.3,,1/12/2023,5.52,,,,,,
1/23/2023,19498.8,,1/19/2023,5.28,,,,,,
1/30/2023,19385.6,,1/26/2023,5.17,,,,,,
2/6/2023,19422.5,,2/2/2023,5.14,,,,,,
2/13/2023,19333.5,,2/9/2023,5.25,,,,,,
2/20/2023,19291.9,,2/16/2023,5.51,,,,,,
2/27/2023,19265.7,,2/23/2023,5.76,,,,,,
3/6/2023,19275.7,,3/2/2023,5.89,,,,,,
3/13/2023,19239.4,,3/9/2023,5.95,,,,,,
3/20/2023,19058,,3/16/2023,5.9,,,,,,
3/27/2023,18885.6,,3/23/2023,5.68,,,,,,
4/3/2023,18898.5,,3/30/2023,5.56,,,,,,
4/10/2023,18953.6,,4/6/2023,5.64,,,,,,
4/17/2023,18852.3,,4/13/2023,5.54,,,,,,
4/24/2023,18566.1,,4/20/2023,5.76,,,,,,
5/1/2023,18508.1,,4/27/2023,5.71,,,,,,
5/8/2023,18527.6,,5/4/2023,5.76,,,,,,
5/15/2023,18493,,5/11/2023,5.75,,,,,,
5/22/2023,18445.8,,5/18/2023,5.75,,,,,,
5/29/2023,18480.6,,5/25/2023,5.97,,,,,,
6/5/2023,18563.7,,6/1/2023,6.18,,,,,,
6/12/2023,18465,,6/8/2023,6.07,,,,,,
6/19/2023,18417.4,,6/15/2023,6.1,,,,,,
6/26/2023,18332.7,,6/22/2023,6.03,,,,,,
7/3/2023,18413.5,,6/29/2023,6.06,,,,,,
7/10/2023,18401.8,,7/6/2023,6.24,,,,,,
7/17/2023,18377.4,,7/13/2023,6.3,,,,,,
7/24/2023,18247.6,,7/20/2023,6.06,,,,,,
7/31/2023,18278.9,,7/27/2023,6.11,,,,,,
8/7/2023,18309.5,,8/3/2023,6.25,,,,,,
8/14/2023,18270.4,,8/10/2023,6.34,,,,,,
8/21/2023,18188.3,,8/17/2023,6.46,,,,,,
8/28/2023,18145.9,,8/24/2023,6.55,,,,,,
9/4/2023,18216.7,,8/31/2023,6.55,,,,,,
9/11/2023,18191.8,,9/7/2023,6.52,,,,,,
9/18/2023,18148.5,,9/14/2023,6.51,,,,,,
9/25/2023,18029.3,,9/21/2023,6.54,,,,,,
10/2/2023,18113.8,,9/28/2023,6.72,,,,,,
10/9/2023,18083,,10/5/2023,6.78,,,,,,
10/16/2023,18115.5,,10/12/2023,6.89,,,,,,
10/23/2023,17939.3,,10/19/2023,6.92,,,,,,
10/30/2023,17921.4,,10/26/2023,7.03,,,,,,
11/6/2023,18005.7,,11/2/2023,7.03,,,,,,
11/13/2023,17994.9,,11/9/2023,6.81,,,,,,
11/20/2023,18028,,11/16/2023,6.76,,,,,,
11/27/2023,18002.2,,11/22/2023,6.67,,,,,,
12/4/2023,18099.5,,11/30/2023,6.56,,,,,,
12/11/2023,18069.4,,12/7/2023,6.29,,,,,,
12/18/2023,18133.9,,12/14/2023,6.38,,,,,,
12/25/2023,18145.8,,12/21/2023,5.95,,,,,,
1/1/2024,18113,,12/28/2023,5.93,,,,,,
1/8/2024,18098,,1/4/2024,5.89,,,,,,
1/15/2024,18076.6,,1/11/2024,5.87,,,,,,
1/22/2024,17948.8,,1/18/2024,5.76,,,,,,
1/29/2024,17885.3,,1/25/2024,5.96,,,,,,
2/5/2024,17999.4,,2/1/2024,5.94,,,,,,
2/12/2024,17860.1,,2/8/2024,5.9,,,,,,
2/19/2024,17871.4,,2/15/2024,6.12,,,,,,
2/26/2024,17858.8,,2/22/2024,6.29,,,,,,
3/4/2024,18017.9,,2/29/2024,6.26,,,,,,
3/11/2024,18052.9,,3/7/2024,6.22,,,,,,
3/18/2024,18122.3,,3/14/2024,6.16,,,,,,
3/25/2024,18070.5,,3/21/2024,6.21,,,,,,
4/1/2024,18238.2,,3/28/2024,6.11,,,,,,
4/8/2024,18197.8,,4/4/2024,6.06,,,,,,
4/15/2024,18218,,4/11/2024,6.16,,,,,,
4/22/2024,17972.6,,4/18/2024,6.39,,,,,,
4/29/2024,17891.1,,4/25/2024,6.44,,,,,,
5/6/2024,17969.7,,5/2/2024,6.47,,,,,,
5/13/2024,17916.3,,5/9/2024,6.38,,,,,,
5/20/2024,17944.4,,5/16/2024,6.28,,,,,,
5/27/2024,17889.6,,5/23/2024,6.24,,,,,,
,,,5/30/2024,6.36,,,,,,
